customer_id,checking_balance,savings_balance,total_balance,has_credit_card,has_personal_loan,has_mortgage,has_investment_account,has_business_account,product_count,digital_logins_90d,branch_visits_90d,support_calls_90d,monthly_deposits,monthly_card_spend,monthly_revenue,servicing_cost,monthly_profit,churn_probability,churn_risk_band,churned
CUST000071,1231.33,3335.73,4567.05,1,0,0,0,0,4,26,2,1,4995.66,1737.49,33.35,32,1.35,0.18,Medium Risk,0
CUST000072,1646.19,5060.56,6706.76,1,0,0,0,0,4,19,1,5,5803.22,2405.93,46.39,52,-5.61,0.27,Medium Risk,0
CUST000073,6678.89,15773.38,22452.26,0,0,0,0,0,3,27,2,0,4569.83,0.0,10.11,26,-15.89,0.14,Low Risk,0
CUST000074,3034.5,10521.38,13555.88,0,0,0,1,0,4,27,2,1,1591.26,0.0,61.27,32,29.27,0.02,Low Risk,0
CUST000075,4549.24,70.37,4619.61,1,0,0,1,0,4,20,2,1,3227.08,1655.9,86.36,32,54.36,0.08,Low Risk,0
CUST000076,5213.15,9025.04,14238.18,0,0,0,0,0,3,28,3,0,15462.06,0.0,6.25,30,-23.75,0.08,Low Risk,0
CUST000077,21331.44,66433.21,87764.65,1,0,0,0,0,4,18,3,0,21566.76,1773.43,72.25,30,42.25,0.02,Low Risk,0
CUST000078,7233.01,0.0,7233.01,1,0,0,0,0,3,24,1,0,21976.18,8523.02,155.83,22,133.83,0.02,Low Risk,0
CUST000079,569.6,10931.44,11501.04,1,0,1,1,0,6,30,2,0,4124.64,1643.01,175.23,26,149.23,0.02,Low Risk,0
CUST000080,0.0,4394.45,4394.45,0,0,0,0,0,2,20,2,1,2993.32,0.0,2.2,32,-29.8,0.26,Medium Risk,0
CUST000081,1188.63,939.94,2128.57,1,0,1,0,0,5,23,2,1,3200.31,847.12,101.11,32,69.11,0.02,Low Risk,0
CUST000082,2662.87,25800.22,28463.09,0,0,1,0,0,4,21,3,1,8175.78,0.0,98.79,36,62.79,0.08,Low Risk,0
CUST000083,60.49,4422.62,4483.11,0,0,0,1,0,4,23,5,1,3318.48,0.0,57.23,44,13.23,0.08,Low Risk,0
CUST000084,2204.91,14048.18,16253.08,1,1,0,0,0,5,22,3,1,4382.89,358.53,59.21,36,23.21,0.02,Low Risk,0
CUST000085,10711.71,12658.85,23370.56,1,0,0,0,0,4,19,4,0,14053.25,6054.59,118.88,34,84.88,0.08,Low Risk,0
CUST000086,3617.54,19785.37,23402.91,0,0,0,0,0,3,21,5,1,6055.23,0.0,11.1,44,-32.9,0.14,Low Risk,0
CUST000087,2749.1,6411.07,9160.17,0,0,0,0,0,3,19,1,0,8217.72,0.0,4.12,22,-17.88,0.08,Low Risk,0
CUST000088,1225.66,6721.2,7946.86,0,0,0,0,0,3,26,4,0,1501.65,0.0,3.77,34,-30.23,0.14,Low Risk,0
CUST000089,2251.78,14427.5,16679.27,1,0,1,0,0,5,23,1,0,5856.14,792.83,107.24,22,85.24,0.02,Low Risk,0
CUST000090,678.02,2596.52,3274.55,0,0,0,0,0,3,17,2,1,2702.92,0.0,1.52,32,-30.48,0.08,Low Risk,0
CUST000091,0.0,8728.22,8728.22,1,1,0,0,1,5,18,6,1,4295.88,1227.41,146.46,48,98.46,0.1,Low Risk,0
CUST000092,336.99,981.82,1318.81,0,0,0,0,0,3,18,0,2,2491.72,0.0,0.6,30,-29.4,0.08,Low Risk,1
CUST000093,3745.59,7328.42,11074.01,1,0,0,0,0,4,20,2,4,5754.63,2324.96,46.76,50,-3.24,0.21,Medium Risk,0
CUST000094,1806.39,6676.05,8482.44,1,0,0,0,0,4,26,2,1,3706.51,308.85,9.5,32,-22.5,0.08,Low Risk,0
CUST000095,10612.04,16447.89,27059.93,0,0,0,0,0,3,27,0,0,21528.79,0.0,11.76,18,-6.24,0.24,Medium Risk,0
CUST000096,3616.09,0.0,3616.09,0,0,1,0,0,3,24,1,3,10820.85,0.0,86.21,40,46.21,0.18,Medium Risk,1
CUST000097,2886.35,6608.4,9494.75,1,1,1,0,0,6,25,2,1,3871.41,1569.78,162.52,32,130.52,0.02,Low Risk,0
CUST000098,2540.21,3331.3,5871.5,0,0,0,0,0,3,19,3,2,5635.03,0.0,2.51,42,-39.49,0.14,Low Risk,0
CUST000099,1290.8,1420.64,2711.44,1,0,0,1,0,5,14,3,2,6149.35,167.29,59.15,42,17.15,0.02,Low Risk,0
CUST000100,4398.95,17784.52,22183.46,0,0,0,0,0,3,18,0,1,4395.75,0.0,10.36,24,-13.64,0.14,Low Risk,1
CUST000101,988.39,10226.72,11215.1,1,0,1,1,0,6,36,6,0,2696.52,1132.86,165.83,42,123.83,0.02,Low Risk,1
CUST000102,1883.5,12374.54,14258.04,1,0,0,0,0,4,15,2,1,1741.47,2021.97,43.21,32,11.21,0.08,Low Risk,0
CUST000103,1100.26,18594.83,19695.08,0,1,0,0,0,4,21,0,1,1755.85,0.0,54.66,24,30.66,0.08,Low Risk,0
CUST000104,1620.31,4885.92,6506.23,0,1,0,0,0,4,26,1,0,2925.46,0.0,47.98,22,25.98,0.08,Low Risk,0
CUST000105,9505.07,9819.18,19324.24,1,0,0,0,0,4,25,0,0,5412.27,2567.79,54.3,18,36.3,0.18,Medium Risk,0
CUST000106,1625.54,7227.58,8853.13,1,1,0,0,0,5,14,0,2,3845.86,976.94,66.74,30,36.74,0.02,Low Risk,0
CUST000107,4188.78,3611.64,7800.41,0,0,0,0,0,3,25,1,2,11317.31,0.0,3.2,34,-30.8,0.14,Low Risk,0
CUST000108,5087.93,18396.42,23484.35,1,0,0,0,0,4,23,3,0,6549.22,643.16,22.47,30,-7.53,0.08,Low Risk,0
CUST000109,2176.75,14949.49,17126.25,1,0,0,0,0,4,22,4,0,12097.75,1595.94,36.93,34,2.93,0.02,Low Risk,0
CUST000110,1208.7,5618.51,6827.21,0,0,1,0,0,4,25,2,7,2389.27,0.0,88.21,68,20.21,0.21,Medium Risk,0
CUST000111,1218.34,5513.04,6731.37,0,0,0,0,0,3,21,4,2,3976.54,0.0,3.16,46,-42.84,0.14,Low Risk,1
CUST000112,6950.23,4995.5,11945.73,1,0,1,0,0,5,17,3,0,9652.68,2217.89,129.74,30,99.74,0.02,Low Risk,0
CUST000113,1846.8,0.0,1846.8,1,0,0,0,0,3,23,2,1,2735.2,497.44,9.57,32,-22.43,0.14,Low Risk,0
CUST000114,1309.88,3897.98,5207.86,0,0,0,0,0,3,18,1,0,2977.04,0.0,2.39,22,-19.61,0.14,Low Risk,0
CUST000115,855.56,5960.85,6816.41,1,0,0,0,0,4,18,1,0,2178.36,1871.44,36.95,22,14.95,0.08,Low Risk,0
CUST000116,2561.53,7728.19,10289.72,0,0,0,0,0,3,23,1,0,4884.4,0.0,4.72,22,-17.28,0.14,Low Risk,1
CUST000117,1024.16,6949.51,7973.67,1,0,0,0,0,4,31,1,0,2808.0,2385.9,46.76,22,24.76,0.02,Low Risk,0
CUST000118,2510.58,10340.85,12851.42,1,0,0,0,0,4,22,1,0,0.0,466.19,14.4,22,-7.6,0.14,Low Risk,1
CUST000119,2938.64,9479.99,12418.63,1,0,0,1,0,5,21,1,3,3544.47,2434.17,104.53,40,64.53,0.02,Low Risk,0
CUST000120,2454.7,4974.7,7429.41,0,0,0,0,0,3,31,2,1,4921.04,0.0,3.31,32,-28.69,0.08,Low Risk,0
CUST000121,6810.54,6345.27,13155.81,1,0,1,0,0,5,28,4,3,20212.03,3247.17,148.89,52,96.89,0.02,Low Risk,0
CUST000122,1140.37,531.18,1671.56,0,0,1,0,0,4,20,2,4,1206.85,0.0,85.65,50,35.65,0.15,Low Risk,0
CUST000123,1148.6,6530.59,7679.19,1,0,1,0,0,5,24,3,1,3449.78,240.27,92.97,36,56.97,0.02,Low Risk,0
CUST000124,0.0,12398.77,12398.77,0,1,0,0,0,3,22,4,0,1295.53,0.0,51.2,34,17.2,0.08,Low Risk,0
CUST000125,860.49,3941.0,4801.49,1,0,0,0,0,4,30,2,1,1511.41,154.06,5.03,32,-26.97,0.08,Low Risk,0
CUST000126,9479.36,68480.7,77960.06,1,0,1,0,0,5,19,2,0,24400.42,1816.75,155.1,26,129.1,0.1,Low Risk,0
CUST000127,3763.44,0.0,3763.44,0,0,0,0,0,2,25,3,2,9906.54,0.0,1.25,42,-40.75,0.26,Medium Risk,0
CUST000128,2212.62,11298.31,13510.93,1,0,1,0,0,5,29,1,1,5527.61,1152.54,112.13,28,84.13,0.1,Low Risk,1
CUST000129,5378.44,15977.32,21355.76,0,1,0,0,0,4,19,2,1,5997.23,0.0,54.78,32,22.78,0.02,Low Risk,0
CUST000130,159.3,3743.57,3902.87,0,0,0,1,0,4,25,1,0,3724.58,0.0,56.92,22,34.92,0.02,Low Risk,0
CUST000131,2267.55,0.0,2267.55,1,1,0,1,0,5,20,2,1,2767.75,1655.96,130.56,32,98.56,0.1,Low Risk,0
CUST000132,2116.03,19645.02,21761.05,1,0,1,0,0,5,19,0,5,13761.32,518.6,104.86,48,56.86,0.13,Low Risk,0
CUST000133,990.01,5493.25,6483.26,0,0,1,0,0,4,22,2,2,4413.06,0.0,88.08,38,50.08,0.18,Medium Risk,0
CUST000134,568.49,132.26,700.75,0,0,0,0,0,2,24,2,2,5031.03,0.0,0.26,38,-37.74,0.31,Medium Risk,0
CUST000135,8117.65,4288.52,12406.18,1,0,0,0,0,4,21,4,6,13766.81,7493.72,139.74,70,69.74,0.15,Low Risk,0
CUST000136,2216.22,22165.54,24381.75,0,0,0,0,0,3,16,2,0,5545.53,0.0,11.82,26,-14.18,0.14,Low Risk,0
CUST000137,1535.03,0.0,1535.03,1,1,0,0,0,4,23,2,5,8606.1,2322.0,87.31,56,31.31,0.21,Medium Risk,0
CUST000138,3333.67,5959.9,9293.57,0,0,0,0,0,3,26,0,1,2804.9,0.0,4.09,24,-19.91,0.08,Low Risk,0
CUST000139,2034.8,4213.74,6248.54,0,0,0,0,0,3,27,5,1,2670.5,0.0,2.79,44,-41.21,0.14,Low Risk,0
CUST000140,1478.16,1185.36,2663.52,1,0,0,0,0,4,13,0,10,4915.24,0.0,1.09,78,-76.91,0.21,Medium Risk,0
CUST000141,662.21,5087.2,5749.4,0,1,0,0,0,4,24,2,0,4382.57,0.0,47.76,26,21.76,0.08,Low Risk,0
CUST000142,4155.42,6433.87,10589.29,0,0,0,0,0,3,16,1,1,4145.59,0.0,4.6,28,-23.4,0.08,Low Risk,0
CUST000143,3901.43,18043.86,21945.3,0,0,0,0,0,3,27,2,1,7904.98,0.0,10.32,32,-21.68,0.14,Low Risk,0
CUST000144,14336.22,14263.53,28599.75,0,0,0,0,0,3,21,2,7,10631.67,0.0,11.91,68,-56.09,0.21,Medium Risk,1
CUST000145,1227.27,10195.6,11422.88,0,0,0,0,0,3,22,0,0,4762.32,0.0,5.51,18,-12.49,0.08,Low Risk,0
CUST000146,4948.23,10956.64,15904.87,0,0,0,0,0,3,21,0,1,5089.77,0.0,7.13,24,-16.87,0.14,Low Risk,0
CUST000147,10272.87,8918.66,19191.53,0,0,0,1,0,4,22,3,9,10103.38,0.0,62.88,84,-21.12,0.27,Medium Risk,0
CUST000148,2419.51,4627.02,7046.53,0,1,1,0,0,5,21,4,1,2012.09,0.0,133.12,40,93.12,0.02,Low Risk,0
CUST000149,2139.93,13671.79,15811.72,0,0,0,0,0,3,25,0,1,2209.67,0.0,7.55,24,-16.45,0.08,Low Risk,0
CUST000150,615.8,11271.9,11887.71,1,0,0,0,0,4,24,1,2,3532.62,2065.88,43.03,34,9.03,0.18,Medium Risk,0
CUST000151,2033.37,0.0,2033.37,0,1,0,0,0,3,15,3,2,1997.54,0.0,45.68,42,3.68,0.02,Low Risk,0
CUST000152,3642.53,12148.74,15791.27,1,0,0,0,0,4,23,2,0,4850.64,0.0,7.29,26,-18.71,0.14,Low Risk,0
CUST000153,4968.3,675.24,5643.54,1,1,0,0,0,5,32,0,6,5380.86,2281.79,88.07,54,34.07,0.23,Medium Risk,0
CUST000154,5651.18,5335.38,10986.56,1,0,1,0,0,5,30,5,3,9420.92,2554.56,135.53,56,79.53,0.02,Low Risk,0
CUST000155,7833.77,30173.65,38007.42,0,1,1,0,0,5,25,1,2,21926.03,0.0,147.7,34,113.7,0.02,Low Risk,0
CUST000156,3001.26,4357.22,7358.49,0,0,0,0,0,3,24,1,0,739.24,0.0,3.18,22,-18.82,0.14,Low Risk,0
CUST000157,8913.82,4138.07,13051.89,0,0,0,0,0,3,21,1,5,19715.37,0.0,5.04,52,-46.96,0.21,Medium Risk,0
CUST000158,1975.54,16070.15,18045.7,1,0,0,0,0,4,26,3,0,8382.29,1682.46,38.98,30,8.98,0.02,Low Risk,0
CUST000159,833.26,2687.78,3521.03,1,0,0,0,0,4,23,2,1,777.94,866.33,17.22,32,-14.78,0.08,Low Risk,0
CUST000160,15832.8,11849.8,27682.6,0,1,0,0,0,4,23,4,2,14317.61,0.0,56.2,46,10.2,0.08,Low Risk,0
CUST000161,922.36,3442.05,4364.42,1,0,0,0,0,4,26,3,0,1656.74,676.97,14.21,30,-15.79,0.14,Low Risk,0
CUST000162,10340.33,0.0,10340.33,0,0,1,0,1,4,31,3,1,12328.8,0.0,163.45,36,127.45,0.02,Low Risk,0
CUST000163,0.0,0.0,0.0,1,0,0,0,0,2,20,0,0,15192.77,2480.0,44.64,18,26.64,0.19,Medium Risk,0
CUST000164,3121.44,0.0,3121.44,1,0,0,0,0,3,31,3,1,5118.07,287.19,6.21,36,-29.79,0.14,Low Risk,0
CUST000165,5393.42,18632.79,24026.21,1,1,0,0,0,5,22,2,7,11314.91,6206.31,167.83,68,99.83,0.23,Medium Risk,0
CUST000166,3776.22,7140.54,10916.76,0,0,0,0,0,3,18,2,1,4401.29,0.0,4.83,32,-27.17,0.14,Low Risk,0
CUST000167,1256.26,5685.51,6941.77,0,0,0,0,0,3,16,2,8,5265.23,0.0,3.26,74,-70.74,0.27,Medium Risk,0
CUST000168,1115.5,8434.4,9549.89,1,0,0,1,0,5,12,3,1,2596.75,30.1,60.13,36,24.13,0.02,Low Risk,0
CUST000169,2861.09,3191.98,6053.08,0,0,1,0,0,4,20,1,0,2847.91,0.0,87.55,22,65.55,0.18,Medium Risk,1
CUST000170,1200.43,5756.73,6957.16,0,0,0,0,0,3,22,2,2,1427.86,0.0,3.28,38,-34.72,0.08,Low Risk,0
CUST000171,0.0,13492.48,13492.48,1,1,0,0,0,4,21,2,2,11346.45,1337.26,75.82,38,37.82,0.18,Medium Risk,0
CUST000172,2403.23,9820.88,12224.11,0,0,1,0,0,4,26,4,2,8248.91,0.0,90.71,46,44.71,0.08,Low Risk,0
CUST000173,9132.44,15003.68,24136.12,1,1,0,0,0,5,22,0,2,13937.44,0.0,55.55,30,25.55,0.02,Low Risk,0
CUST000174,7334.56,3479.5,10814.06,1,0,0,0,1,5,23,4,2,4150.01,1019.72,97.54,46,51.54,0.02,Low Risk,0
CUST000175,1112.19,18074.87,19187.06,0,0,0,1,0,4,21,0,2,8067.86,0.0,64.41,30,34.41,0.02,Low Risk,0
CUST000176,4630.93,1500.85,6131.78,0,0,1,0,0,4,28,1,1,9761.02,0.0,87.29,28,59.29,0.08,Low Risk,0
CUST000177,7918.53,20170.19,28088.73,1,0,1,0,0,5,14,2,2,20357.95,3659.96,163.6,38,125.6,0.02,Low Risk,0
CUST000178,0.0,16028.76,16028.76,1,0,0,1,1,5,22,1,2,15477.72,4225.74,214.08,34,180.08,0.02,Low Risk,0
CUST000179,552.96,0.0,552.96,0,1,0,0,0,3,26,3,2,1320.96,0.0,45.18,42,3.18,0.13,Low Risk,0
CUST000180,3719.79,3612.76,7332.55,0,0,0,0,0,3,17,2,2,5177.22,0.0,3.05,38,-34.95,0.24,Medium Risk,0
CUST000181,999.17,4578.04,5577.21,0,1,0,0,0,4,28,3,2,2650.4,0.0,47.62,42,5.62,0.08,Low Risk,0
CUST000182,0.0,20027.93,20027.93,1,0,0,0,0,3,15,0,2,12001.99,1716.6,40.91,30,10.91,0.08,Low Risk,0
CUST000183,3091.47,6651.49,9742.95,0,0,0,0,0,3,27,4,1,5399.21,0.0,4.36,40,-35.64,0.14,Low Risk,1
CUST000184,1325.47,10005.72,11331.18,1,0,0,0,0,4,15,0,1,893.62,1170.79,26.52,24,2.52,0.08,Low Risk,0
CUST000185,7748.47,2308.57,10057.05,0,0,0,0,1,4,28,2,3,6199.08,0.0,78.74,44,34.74,0.08,Low Risk,0
CUST000186,3002.67,17063.97,20066.64,0,0,1,0,0,4,22,2,0,10842.12,0.0,94.53,26,68.53,0.02,Low Risk,0
CUST000187,2393.66,8702.88,11096.54,0,0,0,0,0,3,23,2,3,7881.87,0.0,5.15,44,-38.85,0.14,Low Risk,0
CUST000188,6787.29,23119.72,29907.0,1,0,0,0,0,4,18,0,1,10807.09,3263.62,72.57,24,48.57,0.08,Low Risk,0
CUST000189,2218.55,12553.76,14772.31,1,0,0,0,0,4,22,0,0,5963.03,982.53,24.7,18,6.7,0.08,Low Risk,0
CUST000190,0.0,11121.9,11121.9,0,0,1,0,0,3,17,1,1,1440.48,0.0,90.56,28,62.56,0.08,Low Risk,0
CUST000191,21863.42,11189.9,33053.32,1,0,1,0,1,6,23,2,0,8606.82,4773.74,258.81,26,232.81,0.02,Low Risk,0
CUST000192,3758.86,0.0,3758.86,1,1,1,0,0,5,28,2,0,3741.0,0.0,131.25,26,105.25,0.02,Low Risk,0
CUST000193,1673.51,4616.01,6289.53,1,0,0,0,0,4,25,4,1,4112.22,1234.29,25.08,40,-14.92,0.08,Low Risk,0
CUST000194,1626.49,1650.52,3277.0,1,0,1,0,0,5,21,0,1,5772.85,1263.3,109.11,24,85.11,0.02,Low Risk,0
